1,story,methodology,405,,1663658797000,false
2,story,model,157,,1672540057000,true
3,story,intangible,355,,1675491764000,true
4,story,coherent,354,,1666747624000,true
5,story,next generation,614,,1655887422000,true
6,story,secured line,810,,1676298185000,false
7,story,software,724,,1666557165000,true
8,story,Sharable,890,,1676602232000,true
9,story,parallelism,979,,1651009938000,false
10,story,Automated,578,,1647705888000,false
11,story,fault-tolerant,716,,1675759379000,false
12,story,solution-oriented,942,,1663168738000,true
13,story,moratorium,747,,1656590506000,true
14,story,transitional,455,,1655679940000,true
15,story,monitoring,62,,1656987308000,true
16,story,Re-contextualized,646,,1660822460000,false
17,story,uniform,171,,1660780501000,true
18,story,instruction set,761,,1665582895000,true
19,story,24 hour,64,,1652025513000,true
20,story,knowledge user,546,,1668169775000,true
21,story,budgetary management,995,,1663788295000,true
22,story,Face to face,42,,1664534513000,true
23,story,customer loyalty,951,,1671510443000,false
24,story,user-facing,360,,1646361637000,true
25,story,impactful,79,,1651701533000,false
26,story,model,499,,1650247600000,true
27,story,Team-oriented,54,,1659734122000,true
28,story,moderator,898,,1657950060000,false
29,story,model,204,,1659833130000,false
30,story,Business-focused,990,,1646628068000,false
31,story,web-enabled,752,,1674927960000,false
32,story,heuristic,331,,1667743048000,false
33,story,high-level,751,,1668475172000,true
34,story,bandwidth-monitored,121,,1663122009000,true
35,story,Horizontal,885,,1652160656000,false
36,story,open architecture,938,,1648733823000,true
37,story,Diverse,669,,1668514084000,true
38,story,transitional,212,,1654470929000,false
39,story,disintermediate,892,,1676333259000,true
40,story,Implemented,243,,1657273920000,true
41,story,Sharable,394,,1658018059000,false
42,story,concept,454,,1667101649000,false
43,story,grid-enabled,924,,1662710644000,false
44,story,actuating,915,,1649756049000,false
45,story,implementation,297,,1669185744000,true
46,story,didactic,798,,1668438594000,false
47,story,next generation,859,,1666649067000,true
48,story,radical,482,,1655640375000,true
49,story,interface,731,,1658658134000,false
50,story,systemic,28,,1649304310000,true
51,story,model,475,,1646494943000,false
52,story,motivating,11,,1648146805000,true
53,story,Right-sized,847,,1658277653000,true
54,story,Integrated,404,,1670466089000,true
55,story,analyzing,581,,1649019303000,false
56,story,radical,354,,1667861078000,false
57,story,project,210,,1660854829000,false
58,story,portal,513,,1662832934000,false
59,story,impactful,449,,1662437725000,true
60,story,Universal,692,,1650924579000,false
61,story,benchmark,148,,1654261382000,true
62,story,installation,385,,1647667314000,true
63,story,array,225,,1672487095000,false
64,story,matrix,993,,1658605011000,true
65,story,Extended,891,,1676494512000,false
66,story,4th generation,411,,1662704331000,false
67,story,maximized,225,,1668021748000,true
68,story,framework,854,,1656529281000,false
69,story,intranet,667,,1670547119000,false
70,story,project,611,,1665572847000,false
71,story,3rd generation,585,,1673285076000,true
72,story,secondary,329,,1667348043000,false
73,story,mobile,271,,1663644606000,true
74,story,Assimilated,321,,1657051366000,true
75,story,Open-source,77,,1662198452000,false
76,story,monitoring,692,,1670595836000,true
77,story,project,411,,1670161514000,true
